amount,frequency,time_of_day,account_age
41.87528056278696,9.814717247078388,7.299674156906763,870.1933705586483
88.17689325546229,2.26280318974917,10.464132645564746,596.672467493982
57.61648194767658,9.257323256315523,12.411266669351466,259.4679962486525
98.80420242117347,15.880769852673893,6.875723310799774,110.43634661756951
241.0723323895776,7.613816270197473,10.106355314977533,784.9785066579353
139.94916016404548,1.235676689268981,15.330083505593336,142.68235147218763
449.6357213971301,18.236705583410767,19.965750745050634,714.589019506775
210.6117095737078,19.370064496186423,9.127328005894398,259.35763624015806
69.1115768392944,1.002559167085221,18.02046278998027,587.299855504766
6681.558283142831,1.4879778426500208,2.1122289501543956,7.578275967439359
390.4423507635785,3.7092887375562658,6.729362527178701,768.4719089019319
444.2359324278865,14.839046232453274,21.75321434201781,754.8209939584872
256.3127213821421,7.798167041183394,12.432435470211852,549.0541704361258
6876.228078032509,0.5484150676150529,2.5486775500196854,5.952048220061183
129.55492525575096,9.90659134382561,17.683547484115987,699.0400259040917
377.4806304955971,5.567579344976631,12.10586398574616,1022.0372620686562
365.6025591102964,17.968713898712885,21.063587800097046,757.5819748504063
307.06393949797894,2.2571385878543686,8.345832914557477,356.14479616824644
80.99848732469931,14.528266386284834,17.39419273408968,83.59392357541711
484.25141707406493,11.975003332544029,6.9060089180409285,579.482360629576
29.97981936183432,13.847373679433247,11.038695113422332,89.56156288656032
124.51892013611219,18.61535185542454,13.184604165919387,388.3196246856483
205.34488360843343,15.729636984864037,16.93487064251633,303.34469973914884
256.6744627188799,14.432553261658608,21.30067010421378,1027.4472822454436
369.0727569354628,1.796389117608893,12.650044512466483,600.3308406315512
153.15087778225688,18.799626778628745,16.758141492667257,941.8036074243132
315.21633315131015,3.0524893284831363,12.924343749469102,801.6541732541414
212.63905974742224,5.417613851948793,8.613671195890504,925.0715293315114
281.63348573058636,16.602767368454302,6.3530583789166535,1042.5431195714955
166.4636824193033,14.077210479824505,7.228128990219808,80.88715338569672
8734.46967223055,1.2949197753548687,0.9629081622926394,21.1904216475169
,16.326636007509514,20.32889185398216,260.90720386450033
448.4654017095479,18.968264793005364,14.899051082080186,449.812876748902
154.279957114097,2.7832884116437677,12.045427419634986,523.9574632782108
466.73795841697006,2.388549678513285,8.628589492358548,1054.1161860009859
6686.904404223373,0.7365162829196219,0.35458095719284766,28.81782762439084
93.73491782113226,1.279174384444123,21.07293151181753,950.5891813620335
324.73950769356145,14.072865584408447,15.83199136408308,852.7365602271099
93.18137349289496,17.874245589746682,19.887674027694445,892.9259740009106
45.49897501933385,2.3118722199773947,14.201843905651199,114.40083052837419
294.80672849708003,6.9254133004207805,14.1241254110171,408.6392339668881
237.95075001902188,13.782527673836867,7.630060226232905,947.000570970436
384.75680244246774,1.363954225473805,16.33484628836863,922.3010706643772
246.93736689276312,3.9435809117254106,7.204459466426778,79.71933319272655
362.8179029075764,9.465291136095928,9.858643428924191,1083.5831415383
273.3238454395822,7.111729803531424,14.712885194474808,259.2615337619135
348.55949167020833,6.306245680633798,15.323431189514904,628.0981507134868
278.50014959710956,16.7880342500463,10.96593422572992,239.21000071226692
158.532894413211,8.559448357331117,16.8036934009926,187.0374548684812
153.6423878278965,11.242796501984165,8.354612017519125,889.1438152484905
31.148356855782296,18.279637607807597,9.333046240136287,719.6085822822238
492.2008999076546,2.7492727355670334,20.76232223365715,584.0454708947908
50.91535118234769,7.506511597859554,17.693925532418568,617.5476857138817
281.99162515812026,14.898432816819643,13.422980215278255,552.503458331582
385.9222615762522,12.469106810628126,13.003469198936662,884.8289000221141
146.50926612565974,2.032308661635173,18.534195519933412,665.1591836724715
78.3519917195005,11.643195485774998,9.84850536288238,938.7483104740701
,6.494561479623047,19.273053302853896,466.18238753457234
148.27166659966807,4.065979809379279,8.390106179622913,141.27153734296536
89.19806990636074,9.028420137926947,8.008796638375633,1009.8426559613873
272.5555653918098,17.542711648384834,11.478321972733754,499.0628177486891
64.84061350488666,3.471532726749992,10.375592245999677,505.7234886580681
215.27347025722847,18.471089468464946,7.399144028798167,196.7036122877644
461.71837516132723,13.711424409253057,6.259206357431475,555.0265866378649
119.56196087453179,10.035374712249707,21.188369699929872,1024.745135554131
299.5375421622385,7.176976293202281,7.5463173486040365,181.42316585252948
,12.974697169667,10.955067377683026,850.0219033900299
419.2982228387266,19.602993822287935,12.219621566024747,550.7327366569515
378.66351942446323,8.37174843899052,8.833316086356637,567.9480668673667
414.9641583927934,6.913132406204478,11.730235464466311,960.1295905011315
51.972542302250964,8.071291849691047,16.595714533273487,1092.255430092035
451.0113304650255,9.732097087058838,16.225725551915303,893.2930983970715
197.150423429919,10.069657564325626,13.947894848095752,633.6485018361464
57.93873871899073,8.960008013562032,9.461324442093233,334.88805314921706
409.26430573579097,9.820531875045273,20.302936170719846,63.24244176076615
160.88567137968354,5.348633787186481,9.375518249919207,254.4025983047751
497.4844954131859,6.925709279510779,10.825389917976825,1046.1501982731922
309.38068453698594,6.199167939354661,7.800050088426108,230.8933424416397
151.45993101764293,17.27420725121061,13.721619770584331,347.5301294345317
229.7383057693767,19.316330735236345,13.834305216512522,482.40580311795355
159.26074689495164,3.1678199128707343,21.63647892106316,790.0482015144438
478.26923413257913,5.703635635317841,20.794268658058186,160.44270894556655
191.37776312516775,19.913312807634888,13.266938603787297,818.6426400975093
92.32696179498308,11.222431401914156,7.044428121063422,607.5494740364493
9152.730954062765,1.1066843890279336,3.6670092466745285,15.354501046661369
439.5588732958183,6.167973501542765,20.8253661314941,469.7504169125121
133.59809988494717,2.459257917974009,18.197779419314763,478.4916332222969
59.873411583997836,12.547290322801729,19.273003450928798,981.5881195338835
47.30412115024709,12.718888549198281,12.031778676589466,816.5440770418415
389.0018315864343,5.624536981152079,13.128285031890579,130.89694424000152
337.42427129195795,5.0134047979856895,11.340425553116765,113.4302019165371
143.4305899944908,4.179104776020147,11.626397957470486,536.0569723140991
365.3762536034169,10.634133288035647,14.611521629895604,609.8513187388645
406.8384784687711,6.046073826213515,9.131402241594385,610.513834695783
305.5445336385302,7.561497092652869,9.26503021674561,455.7013217877654
84.01836697264112,4.06589322005229,13.588938637894884,290.6221108302415
315.2536259461066,14.154819526760104,14.70059312626795,605.7507089558364
459.48365197649895,3.988190955414592,7.910096181411149,740.3942528385019
444.5932011025421,14.58031225243497,11.120257809398268,156.16171592562316
439.8962831566807,6.774981623573752,11.043830954391213,1063.1744840356303
136.4853820235525,5.931952536225935,6.145392559219461,627.6249762434608
275.4007651838248,19.71230965248704,9.631656631544336,721.3489725448794
65.60202540788865,5.040243151050826,16.760116202778384,253.77543137632847
480.1925557173064,4.508016689600015,16.090164719729287,309.0672797998214
483.2528589650778,12.617808613287556,10.71707581354827,1091.467691000434
324.56603521720035,10.298458210725185,21.719721289619965,790.8227535697164
463.09987295649574,1.6305977366860982,16.91506702808158,153.8932893969232
267.58818932831605,11.345442222973437,13.117638925240653,167.12347579697908
437.34071538263424,12.277657772196934,11.126420578243438,334.14229129414775
55.56541351333476,1.4896223765226717,17.480982122376574,307.60969742863836
264.3392975450525,4.473917817507525,15.562917368375345,743.8204844872425
21.914823551412383,4.521273411045574,18.264437059546033,723.0214693154974
472.8609675422714,12.270006161749896,14.716817364417574,723.1317672711344
150.09432672718847,8.9356729205229,8.6001770447593,352.92881725529963
139.87274987925198,5.303910894686008,19.133584148210062,140.1156075109942
267.9373038586955,10.195797995415196,10.459109054856413,71.84592158548746
419.63025905098084,19.863519940982336,21.535043993673895,325.56178722104806
338.04860804711313,2.6533271477529863,19.421429388244327,507.5543506819685
231.63595941396707,5.135680592030185,14.14334464675276,100.7217014354297
49.49474174099108,18.677569983217186,6.224232280416912,862.8319442575475
