total_spend,num_orders,avg_order_value,days_since_last_order,num_support_tickets,segment,PCA1,PCA2,segment_name
502.3499894257829,5,36.20410778110266,135,1,3,-1.2707609187865412,-0.7530533408444346,Low Value Inactive Customers
14744.49348570822,33,384.3809915346993,1,2,0,2.613344190265634,0.7229033747449243,High Value Active Customers
6354.346550816124,84,258.865533001633,6,1,0,2.3738305383445564,0.15330274921983858,High Value Active Customers
2783.610825506993,18,61.76490284735586,22,2,1,-0.3395853320242589,-0.5653279185094486,Regular Engaged Customers
3785.155103512559,19,81.71957167653986,20,1,1,-0.007015266366084891,-0.8916613463254639,Regular Engaged Customers
671.1241757952733,5,56.37818443748968,74,0,3,-0.8016739473937197,-1.3774963011563268,Low Value Inactive Customers
18456.653899288656,47,422.3459546964574,8,2,0,3.3955177793619487,1.1146710998877882,High Value Active Customers
101.40859467232562,5,25.022008590506136,87,0,3,-1.045186385989497,-1.4187934090691883,Low Value Inactive Customers
446.0601948803313,6,58.271992619371446,76,0,3,-0.8035601464306005,-1.3641144920117236,Low Value Inactive Customers
8564.563159885995,65,374.86620216133247,14,2,0,2.5565713434611466,0.799507849463808,High Value Active Customers
1895.2704592904925,26,114.660591342286,5,0,1,0.2704083820754605,-1.3030128757165942,Regular Engaged Customers
11155.743845534444,62,407.567096526159,11,0,0,3.1437842799478912,0.11233586455236698,High Value Active Customers
966.5293213666232,6,29.67726721262118,95,0,3,-0.952159383443368,-1.3299684150267859,Low Value Inactive Customers
1955.1085830732093,18,104.94142384304531,19,3,1,-0.3427527314791752,-0.09273830998366046,Regular Engaged Customers
579.725980521526,2,25.22609375293852,127,0,3,-1.2187299325739485,-1.2519078172194944,Low Value Inactive Customers
2041.959019631353,15,45.98569641559784,240,5,2,-1.7784227146661586,1.5327045083033726,At Risk Customers
2966.378186965748,21,62.2035052124395,23,3,1,-0.3832888473783898,-0.1122584039358185,Regular Engaged Customers
871.4613312988777,2,55.08362324072756,133,1,3,-1.2054252540975317,-0.7284399816606588,Low Value Inactive Customers
1000.7050446690648,17,115.39067632018217,303,7,2,-2.034855279781489,2.7796090875407917,At Risk Customers
1252.6151945857823,5,52.478469095914654,309,7,2,-2.5469733163191917,2.5570521147571283,At Risk Customers
857.1049120358297,7,101.80130288635232,286,6,2,-2.120460362660261,2.1643411716139296,At Risk Customers
4474.492671822443,10,107.5163350496625,11,4,1,-0.3327190421067639,0.31980647003117346,Regular Engaged Customers
17529.53743383857,42,141.94766661299235,7,2,0,1.999088439436028,0.3527422277731327,High Value Active Customers
1385.678318043039,17,66.99842605399185,133,2,3,-0.9215157619352996,-0.13237436433369956,Low Value Inactive Customers
1548.179152915055,15,70.0644012676869,211,7,2,-1.8462375712551693,2.2727741802018144,At Risk Customers
672.6147657864993,16,93.95197214511852,182,7,2,-1.6924430632904892,2.178682001585262,At Risk Customers
624.5261515751407,3,30.81573145538102,120,1,3,-1.2618360308311358,-0.8444534702218904,Low Value Inactive Customers
5308.767414437037,53,498.33255001174825,12,2,0,2.5352449390317,0.8548472664503326,High Value Active Customers
178.38349011619434,8,53.41920902968778,98,1,3,-1.0190369529875074,-0.8587779049972245,Low Value Inactive Customers
3159.941518863422,12,149.5480490704257,12,1,1,0.11522047161141742,-0.8494817235022845,Regular Engaged Customers
6327.387530778793,83,130.1436241409849,10,0,0,1.8999991317873586,-0.5637664889461769,High Value Active Customers
1520.3792271667453,16,76.38979542422945,297,6,2,-2.027936756549943,2.2569017149545822,At Risk Customers
4162.8926593558535,10,113.02087483291442,12,2,1,-0.10381308743405375,-0.502394357833155,Regular Engaged Customers
765.9137086902373,8,45.91269783962113,115,0,3,-0.9421705532064463,-1.1936550165987447,Low Value Inactive Customers
13968.499682166275,99,153.5408475202533,3,0,0,3.1022329044613857,-0.09680242581300448,High Value Active Customers
1231.3707062535857,27,141.77524891713773,24,2,1,0.02581315025686247,-0.34413541174486645,Regular Engaged Customers
4404.827656195075,22,113.796079331597,27,2,1,0.10444901798937843,-0.3189832480397749,Regular Engaged Customers
1838.8845371991813,11,101.21282630534132,279,6,2,-1.9177878022054122,2.2063552391911365,At Risk Customers
158.68413213444285,8,37.76174996808812,163,0,3,-1.230270117383077,-1.0278323942492582,Low Value Inactive Customers
1177.0158200924316,19,102.07292262458448,238,7,2,-1.7729526855193227,2.4887915403106042,At Risk Customers
10454.44403568941,58,136.91623449149844,8,2,0,1.599915338095059,0.2106034639866817,High Value Active Customers
8397.43662796907,78,237.1707457113041,4,2,0,2.2485234907639375,0.5325775283961642,High Value Active Customers
6793.913689074526,92,346.9054848389168,8,1,0,2.94951448701471,0.46285965930165746,High Value Active Customers
4516.473230248659,23,117.00960346109416,8,4,1,-0.013928471127137299,0.44687153287122466,Regular Engaged Customers
1124.892365994053,10,50.108518505160845,297,6,2,-2.300869267469627,2.124651047707793,At Risk Customers
2942.5173860973587,14,99.2451778607608,162,3,2,-0.9265413919647604,0.5199088781764862,At Risk Customers
640.5859598935203,6,28.35530896020655,178,1,3,-1.4440159749053376,-0.570260912682545,Low Value Inactive Customers
887.0715314942996,18,86.37809256777798,277,3,2,-1.5665979753998935,0.9453544295506151,At Risk Customers
837.1571624754905,2,57.05530426920347,81,1,3,-0.990920773141989,-0.9516972883072963,Low Value Inactive Customers
14096.43589489385,69,458.6441051896083,1,2,0,3.5943594444675666,1.196915406668908,High Value Active Customers
2096.86080939468,24,117.43038064090484,11,4,1,-0.24192205577035586,0.3752577195045459,Regular Engaged Customers
926.2688969792356,5,24.916827138615503,122,0,3,-1.1054805560265337,-1.234228076361913,Low Value Inactive Customers
841.4113457991652,5,50.9168592750446,67,1,3,-0.9002081718462146,-1.0007034706248088,Low Value Inactive Customers
4884.232980661471,18,136.64386675276455,28,0,1,0.4053611039691999,-1.103957506085075,Regular Engaged Customers
1482.2675431091152,29,140.13756495884445,23,2,1,0.08770008260160365,-0.32485637977296905,Regular Engaged Customers
15545.284383427668,73,228.6331058720116,5,0,0,3.0495481277544463,-0.07633857926877365,High Value Active Customers
1243.226975768334,7,80.32030108770608,95,2,3,-0.92636663855638,-0.3603444891722727,Low Value Inactive Customers
469.9189677389912,5,58.53996963550353,32,0,3,-0.6430218517715144,-1.5632284605918305,Low Value Inactive Customers
667.4340300631789,17,55.98730170255516,314,3,2,-1.8882989628877653,1.0158028961912684,At Risk Customers
4803.454249001641,19,107.45873823177666,23,1,1,0.19195798408637588,-0.7766390454168501,Regular Engaged Customers
7340.279606636548,47,201.1960671956965,13,1,0,1.449244343583489,-0.24582047196792864,High Value Active Customers
14779.418892539008,66,387.3829083346215,5,0,0,3.5176685267284276,0.21469464573247507,High Value Active Customers
4576.396814716538,21,64.12780492755059,13,3,1,-0.17645899173072604,-0.08825878285975715,Regular Engaged Customers
5772.1812687498405,97,494.5027983467261,8,1,0,3.585943613186133,0.8236616772016199,High Value Active Customers
14682.084438607517,92,146.67842565667252,1,2,0,2.7701212363682544,0.6712395016841413,High Value Active Customers
484.7407191285536,4,28.018980621136112,124,1,3,-1.2836110590673784,-0.8303420498436169,Low Value Inactive Customers
1634.420421172295,23,109.57507281889568,8,1,1,0.030463248520418554,-0.925250756456705,Regular Engaged Customers
12840.992440729911,80,390.5588130600913,12,0,0,3.594410133958919,0.3015657539956095,High Value Active Customers
534.3638850283631,14,88.24316440426267,178,3,2,-1.2751196306493422,0.4689468059726408,At Risk Customers
728.478715829441,19,50.01764476134652,265,7,2,-2.1501488011340166,2.463293572611547,At Risk Customers
564.9153656013812,9,49.54389832529323,158,0,3,-1.0992880588523115,-0.9964133014520424,Low Value Inactive Customers
10896.465870001406,68,228.2568768638057,1,0,0,2.506398734659873,-0.32089119830653773,High Value Active Customers
1926.6868055337736,22,89.99052068041561,24,2,1,-0.22969648177501695,-0.4864124776504271,Regular Engaged Customers
7615.496435074871,90,242.04172131172191,5,2,0,2.430161341861127,0.6248177166409608,High Value Active Customers
857.3027977762839,7,50.13711689027876,40,1,3,-0.7530360082877131,-1.1018791137506425,Low Value Inactive Customers
19595.158321286683,48,472.8057369027737,7,1,0,3.869019545462896,0.8716892442041326,High Value Active Customers
3618.044857124541,23,66.17642113521096,25,0,1,0.08985452719525916,-1.2921873889120108,Regular Engaged Customers
19260.71459614874,61,117.3603133192691,8,0,0,2.6815230044512854,-0.29330178769493853,High Value Active Customers
4010.866558230565,24,114.52898375257168,18,3,1,0.02545683754085959,0.05976606254491355,Regular Engaged Customers
3510.0218528734804,20,131.37662883195864,26,2,1,0.05603962460067198,-0.3336698413199048,Regular Engaged Customers
6650.778867915151,41,306.0944219456844,8,1,0,1.733001343589609,-0.09470087405496187,High Value Active Customers
2739.186944046947,9,81.03377318198126,260,3,2,-1.520266878128398,0.8507387047591113,At Risk Customers
2192.3519574920933,19,98.89918481070666,149,3,2,-0.8487925814568061,0.4775317326630506,At Risk Customers
929.234769263624,14,55.96042519436868,260,7,2,-2.1853041130418114,2.419236488863562,At Risk Customers
13090.133628734762,53,172.02690893971942,11,0,0,2.1374764071285397,-0.4606387128239274,High Value Active Customers
19499.82228565504,61,496.3717905829562,3,2,0,4.1190817191692775,1.4368301609345553,High Value Active Customers
1222.9686157398746,8,55.93967635266512,255,2,2,-1.6575635058179752,0.28636466873057087,At Risk Customers
17795.1418320104,90,251.69143398552015,2,2,0,3.484529033216997,1.0330216973407336,High Value Active Customers
1103.8421042542043,12,111.51881640375686,211,4,2,-1.411854713248363,1.0872997582478745,At Risk Customers
4822.605992919013,18,135.1174260852771,27,2,1,0.15691360805363083,-0.2867455844374688,Regular Engaged Customers
561.1273997912116,6,21.92744049573185,176,0,3,-1.3515638225981506,-1.0114349017529825,Low Value Inactive Customers
19576.73124081441,42,292.4581576225173,10,1,0,2.9569594937919907,0.3953495660850546,High Value Active Customers
4271.868096476249,14,114.0168223828166,9,0,1,0.2436197950036495,-1.3009076973813576,Regular Engaged Customers
