amount,frequency,time_of_day,account_age,is_anomaly
41.87528056278696,9.814717247078388,7.299674156906763,870.1933705586483,False
88.17689325546229,2.26280318974917,10.464132645564746,596.672467493982,False
57.61648194767658,9.257323256315525,12.411266669351466,259.4679962486525,False
98.80420242117349,15.880769852673891,6.875723310799774,110.43634661756953,False
241.0723323895776,7.613816270197473,10.106355314977533,784.9785066579353,False
139.94916016404548,1.235676689268981,15.330083505593336,142.68235147218763,False
449.6357213971301,18.236705583410767,19.965750745050634,714.589019506775,False
210.6117095737078,19.370064496186423,9.127328005894398,259.35763624015806,False
69.1115768392944,1.002559167085221,18.02046278998027,587.299855504766,False
6681.558283142831,1.4879778426500208,2.112228950154396,7.578275967439359,True
390.4423507635785,3.7092887375562658,6.729362527178701,768.4719089019319,False
444.2359324278865,14.839046232453274,21.75321434201781,754.8209939584872,False
256.3127213821421,7.798167041183394,12.432435470211852,549.0541704361258,False
6876.228078032509,0.5484150676150529,2.548677550019685,5.952048220061183,True
129.55492525575096,9.90659134382561,17.683547484115987,699.0400259040917,False
377.4806304955971,5.567579344976631,12.10586398574616,1022.0372620686562,False
365.6025591102964,17.968713898712885,21.063587800097046,757.5819748504063,False
307.06393949797894,2.2571385878543686,8.345832914557477,356.14479616824644,False
80.99848732469931,14.528266386284834,17.39419273408968,83.59392357541711,False
484.2514170740649,11.975003332544029,6.9060089180409285,579.482360629576,False
29.97981936183432,13.847373679433248,11.038695113422332,89.56156288656032,False
124.5189201361122,18.61535185542454,13.184604165919389,388.3196246856483,False
205.34488360843343,15.729636984864037,16.93487064251633,303.34469973914884,False
256.6744627188799,14.432553261658608,21.30067010421378,1027.4472822454436,False
369.0727569354628,1.796389117608893,12.650044512466485,600.3308406315512,False
153.15087778225688,18.799626778628745,16.758141492667257,941.8036074243132,False
315.2163331513101,3.0524893284831363,12.924343749469102,801.6541732541414,False
212.63905974742224,5.417613851948793,8.613671195890504,925.0715293315114,False
281.6334857305864,16.602767368454302,6.3530583789166535,1042.5431195714957,False
166.4636824193033,14.077210479824505,7.228128990219808,80.88715338569672,False
8734.46967223055,1.294919775354869,0.9629081622926394,21.1904216475169,True
,16.326636007509514,20.32889185398216,260.90720386450033,False
448.4654017095479,18.968264793005364,14.899051082080186,449.812876748902,False
154.279957114097,2.783288411643768,12.045427419634986,523.9574632782108,False
466.73795841697006,2.388549678513285,8.628589492358548,1054.116186000986,False
6686.904404223373,0.7365162829196219,0.3545809571928476,28.81782762439084,True
93.73491782113226,1.279174384444123,21.07293151181753,950.5891813620336,False
324.73950769356145,14.072865584408447,15.83199136408308,852.7365602271099,False
93.18137349289496,17.874245589746682,19.887674027694445,892.9259740009106,False
45.49897501933385,2.3118722199773947,14.2018439056512,114.4008305283742,False
294.80672849708003,6.9254133004207805,14.1241254110171,408.6392339668881,False
237.95075001902188,13.782527673836867,7.630060226232905,947.000570970436,False
384.7568024424677,1.363954225473805,16.33484628836863,922.3010706643772,False
246.93736689276312,3.9435809117254106,7.204459466426778,79.71933319272655,False
362.8179029075764,9.465291136095928,9.858643428924193,1083.5831415383,False
273.3238454395822,7.111729803531424,14.712885194474808,259.2615337619135,False
348.5594916702084,6.306245680633798,15.323431189514904,628.0981507134868,False
278.5001495971096,16.7880342500463,10.96593422572992,239.2100007122669,False
158.532894413211,8.559448357331117,16.8036934009926,187.0374548684812,False
153.6423878278965,11.242796501984165,8.354612017519125,889.1438152484905,False
